,ID,item_id,item,sequence,n_DD_event,dd_event_sequence,source,target,n_DD_event_new,dd_event_sequence_new,source_new,target_new,clnddseq,clnddseq_len,Condition,D_D_TotalTimeSpent,TotalTimeSpentonItem,ItemResponse,ItemFinalScore,n_Condition,single_Condition,source1,source2,source3,source4,source5,target1,target2,target3,target4,target5,source_ascending,source_descending,target_ascending,target_descending,nunique_target,nunique_source,source_focus,target_focus,source_partial_ascending,source_partial_descending,source_partial_focus,target_partial_ascending,target_partial_descending,target_partial_focus,strategy,ItemFinalScoreBinary,new_strategy,pretest_final_score_total,logTime,itemtime,
2724,A1601UNFFAAQO,2a,2,start_s5;s5_t3;start_s3;s3_t1;start_s4;s4_t1;start_s2;s2_t3;start_s1;s1_t2,5,source5_to_target3;source3_to_target1;source4_to_target1;source2_to_target3;source1_to_target2,source5;source3;source4;source2;source1,target3;target1;target1;target3;target2,5,s5_t3;s3_t1;s4_t1;s2_t3;s1_t2,s5;s3;s4;s2;s1,t3;t1;t1;t3;t2,s5_t3;s3_t1;s4_t1;s2_t3;s1_t2,5,1,437.37499,169.5986,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",1,1,1,5,3,4,2,1,3,1,1,3,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,TRUE,1,FALSE,FALSE,0,Source Partial Focus,0,Source Focus,7,5.133434469,168.057,-1.5416
2737,A1601UNFFAAQO,3a,3,start_s1;s1_t3;start_s2;s2_t1;start_s3;s3_t3;start_s4;s4_t2;start_s5;s5_t3,5,source1_to_target3;source2_to_target1;source3_to_target3;source4_to_target2;source5_to_target3,source1;source2;source3;source4;source5,target3;target1;target3;target2;target3,5,s1_t3;s2_t1;s3_t3;s4_t2;s5_t3,s1;s2;s3;s4;s5,t3;t1;t3;t2;t3,s1_t3;s2_t1;s3_t3;s4_t2;s5_t3,5,1,437.37499,70.60925,"{""target1"":[{""id"":""source2"",""sub"":""1""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""},{""id"":""source5"",""sub"":""3""}]}",2,1,1,1,2,3,4,5,3,1,3,2,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,7,4.257161156,71.758,1.14875
2750,A1601UNFFAAQO,4a,4,start_s2;s2_t3;start_s3;s3_t2;start_s5;s5_t3;start_s1;s1_t1;start_s4;s4_t1,5,source2_to_target3;source3_to_target2;source5_to_target3;source1_to_target1;source4_to_target1,source2;source3;source5;source1;source4,target3;target2;target3;target1;target1,5,s2_t3;s3_t2;s5_t3;s1_t1;s4_t1,s2;s3;s5;s1;s4,t3;t2;t3;t1;t1,s2_t3;s3_t2;s5_t3;s1_t1;s4_t1,5,1,437.37499,47.97942,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,2,3,5,1,4,3,2,3,1,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,7,3.870772169,48.088,0.10858
2763,A1601UNFFAAQO,5a,5,start_s2;s2_t3;start_s5;s5_t1;start_s1;s1_t1;start_s4;s4_t3;start_s3;s3_t2,5,source2_to_target3;source5_to_target1;source1_to_target1;source4_to_target3;source3_to_target2,source2;source5;source1;source4;source3,target3;target1;target1;target3;target2,5,s2_t3;s5_t1;s1_t1;s4_t3;s3_t2,s2;s5;s1;s4;s3,t3;t1;t1;t3;t2,s2_t3;s5_t1;s1_t1;s4_t3;s3_t2,5,1,437.37499,36.80941,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,2,5,1,4,3,3,1,1,3,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,7,3.605753519,37.162,0.35259
2776,A1601UNFFAAQO,6a,6,start_s1;s1_t3;start_s2;s2_t3;start_s3;s3_t1;start_s4;s4_t2;start_s5;s5_t1,5,source1_to_target3;source2_to_target3;source3_to_target1;source4_to_target2;source5_to_target1,source1;source2;source3;source4;source5,target3;target3;target1;target2;target1,5,s1_t3;s2_t3;s3_t1;s4_t2;s5_t1,s1;s2;s3;s4;s5,t3;t3;t1;t2;t1,s1_t3;s2_t3;s3_t1;s4_t2;s5_t1,5,1,437.37499,15.75996,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,3,3,1,2,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,7,2.757472546,15.593,-0.16696
2789,A1601UNFFAAQO,8a,8,start_s1;s1_t2;start_s2;s2_t3;start_s4;s4_t3;start_s3;s3_t1;start_s5;s5_t1,5,source1_to_target2;source2_to_target3;source4_to_target3;source3_to_target1;source5_to_target1,source1;source2;source4;source3;source5,target2;target3;target3;target1;target1,5,s1_t2;s2_t3;s4_t3;s3_t1;s5_t1,s1;s2;s4;s3;s5,t2;t3;t3;t1;t1,s1_t2;s2_t3;s4_t3;s3_t1;s5_t1,5,1,437.37499,16.3122,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,4,3,5,2,3,3,1,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,TRUE,FALSE,1,FALSE,FALSE,0,Source Partial Focus,1,Source Focus,7,2.791913294,16.61,0.2978
2802,A1601UNFFAAQO,9a,9,start_s1;s1_t3;start_s2;s2_t2;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t3,5,source1_to_target3;source2_to_target2;source3_to_target1;source4_to_target1;source5_to_target3,source1;source2;source3;source4;source5,target3;target2;target1;target1;target3,5,s1_t3;s2_t2;s3_t1;s4_t1;s5_t3,s1;s2;s3;s4;s5,t3;t2;t1;t1;t3,s1_t3;s2_t2;s3_t1;s4_t1;s5_t3,5,1,437.37499,15.03339,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,3,2,1,1,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,7,2.710273727,14.774,-0.25939
2815,A16184N1RO5OJ,10e,10,start_s1;s1_t3;start_s3;s3_t3;start_s5;s5_t1;start_s2;s2_t1;start_s4;s4_t2,5,source1_to_target3;source3_to_target3;source5_to_target1;source2_to_target1;source4_to_target2,source1;source3;source5;source2;source4,target3;target3;target1;target1;target2,5,s1_t3;s3_t3;s5_t1;s2_t1;s4_t2,s1;s3;s5;s2;s4,t3;t3;t1;t1;t2,s1_t3;s3_t3;s5_t1;s2_t1;s4_t2,5,5,541.54238,24.91151,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",2,1,1,1,3,5,2,4,3,3,1,1,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,4,3.215329946,24.772,-0.13951
2828,A16184N1RO5OJ,1e,1,start_s3;s3_t1;start_s2;s2_t1;start_s1;s1_t3;start_s5;s5_t2;start_s4;s4_t3,5,source3_to_target1;source2_to_target1;source1_to_target3;source5_to_target2;source4_to_target3,source3;source2;source1;source5;source4,target1;target1;target3;target2;target3,5,s3_t1;s2_t1;s1_t3;s5_t2;s4_t3,s3;s2;s1;s5;s4,t1;t1;t3;t2;t3,s3_t1;s2_t1;s1_t3;s5_t2;s4_t3,5,5,541.54238,21.59774,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,3,2,1,5,4,1,1,3,2,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,4,3.07258868,21.597,-0.00074
2841,A16184N1RO5OJ,2e,2,start_s1;s1_t3;start_s3;s3_t2;start_s2;s2_t1;start_s4;s4_t3;start_s5;s5_t3;start_s2;move_s2_from_t1_t2;start_s2;move_s2_from_t2_t1,5,source1_to_target3;source3_to_target2;source2_to_target1;source4_to_target3;source5_to_target3,source1;source3;source2;source4;source5,target3;target2;target1;target3;target3,7,s1_t3;s3_t2;s2_t1;s4_t3;s5_t3;s2_t2;s2_t1,s1;s3;s2;s4;s5;s2;s2,t3;t2;t1;t3;t3;t2;t1,s1_t3;s3_t2;s2_t1;s4_t3;s5_t3,5,5,541.54238,317.7776,"{""target1"":[{""id"":""source2"",""sub"":""1""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""},{""id"":""source5"",""sub"":""3""}]}",0,1,1,1,3,2,4,5,3,2,1,3,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,TRUE,FALSE,1,FALSE,FALSE,0,Source Partial Focus,0,Source Focus,4,5.761351767,317.81,0.0324
2858,A16184N1RO5OJ,3e,3,start_s3;s3_t3;start_s4;s4_t2;start_s5;s5_t3;start_s2;s2_t1;start_s1;s1_t3,5,source3_to_target3;source4_to_target2;source5_to_target3;source2_to_target1;source1_to_target3,source3;source4;source5;source2;source1,target3;target2;target3;target1;target3,5,s3_t3;s4_t2;s5_t3;s2_t1;s1_t3,s3;s4;s5;s2;s1,t3;t2;t3;t1;t3,s3_t3;s4_t2;s5_t3;s2_t1;s1_t3,5,5,541.54238,35.37094,"{""target1"":[{""id"":""source2"",""sub"":""1""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source3"",""sub"":""1""},{""id"":""source5"",""sub"":""2""},{""id"":""source1"",""sub"":""3""}]}",2,1,1,3,4,5,2,1,3,2,3,1,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,TRUE,1,FALSE,FALSE,0,Source Partial Focus,1,Source Focus,4,3.565890579,34.589,-0.78194
2871,A16184N1RO5OJ,4e,4,start_s1;s1_t1;start_s2;s2_t3;start_s5;s5_t3;start_s4;s4_t1;start_s3;s3_t2,5,source1_to_target1;source2_to_target3;source5_to_target3;source4_to_target1;source3_to_target2,source1;source2;source5;source4;source3,target1;target3;target3;target1;target2,5,s1_t1;s2_t3;s5_t3;s4_t1;s3_t2,s1;s2;s5;s4;s3,t1;t3;t3;t1;t2,s1_t1;s2_t3;s5_t3;s4_t1;s3_t2,5,5,541.54238,32.8191,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,5,4,3,1,3,3,1,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,TRUE,FALSE,1,FALSE,FALSE,0,Source Partial Focus,1,Source Focus,4,3.491010663,33.059,0.2399
2884,A16184N1RO5OJ,5e,5,start_s1;s1_t1;start_s2;s2_t3;start_s3;s3_t2;start_s4;s4_t3;start_s5;s5_t1,5,source1_to_target1;source2_to_target3;source3_to_target2;source4_to_target3;source5_to_target1,source1;source2;source3;source4;source5,target1;target3;target2;target3;target1,5,s1_t1;s2_t3;s3_t2;s4_t3;s5_t1,s1;s2;s3;s4;s5,t1;t3;t2;t3;t1,s1_t1;s2_t3;s3_t2;s4_t3;s5_t1,5,5,541.54238,36.33857,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,1,3,2,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,4,3.592879712,36.688,0.34943
2897,A16184N1RO5OJ,7e,7,start_s1;s1_t1;start_s2;s2_t3;start_s4;s4_t2;start_s5;s5_t3;start_s3;s3_t1,5,source1_to_target1;source2_to_target3;source4_to_target2;source5_to_target3;source3_to_target1,source1;source2;source4;source5;source3,target1;target3;target2;target3;target1,5,s1_t1;s2_t3;s4_t2;s5_t3;s3_t1,s1;s2;s4;s5;s3,t1;t3;t2;t3;t1,s1_t1;s2_t3;s4_t2;s5_t3;s3_t1,5,5,541.54238,19.16977,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,2,4,5,3,1,3,2,3,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,4,2.953334559,19.791,0.62123
2910,A16184N1RO5OJ,8e,8,start_s2;s2_t3;start_s5;s5_t1;start_s1;s1_t2;start_s3;s3_t1;start_s4;s4_t3,5,source2_to_target3;source5_to_target1;source1_to_target2;source3_to_target1;source4_to_target3,source2;source5;source1;source3;source4,target3;target1;target2;target1;target3,5,s2_t3;s5_t1;s1_t2;s3_t1;s4_t3,s2;s5;s1;s3;s4,t3;t1;t2;t1;t3,s2_t3;s5_t1;s1_t2;s3_t1;s4_t3,5,5,541.54238,22.98504,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,2,5,1,3,4,3,1,2,1,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,4,3.13484357,23.015,0.02996
2923,A16184N1RO5OJ,9e,9,start_s1;s1_t3;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t3;start_s2;s2_t2,5,source1_to_target3;source3_to_target1;source4_to_target1;source5_to_target3;source2_to_target2,source1;source3;source4;source5;source2,target3;target1;target1;target3;target2,5,s1_t3;s3_t1;s4_t1;s5_t3;s2_t2,s1;s3;s4;s5;s2,t3;t1;t1;t3;t2,s1_t3;s3_t1;s4_t1;s5_t3;s2_t2,5,5,541.54238,13.68104,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}]}",2,1,1,1,3,4,5,2,3,1,1,3,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,4,2.616010933,13.321,-0.36004
2936,A16KMPWYUZO0M,10b,10,start_s1;s1_t3;start_s2;s2_t2;start_s3;s3_t3;start_s4;s4_t3;start_s5;s5_t1,5,source1_to_target3;source2_to_target2;source3_to_target3;source4_to_target3;source5_to_target1,source1;source2;source3;source4;source5,target3;target2;target3;target3;target1,5,s1_t3;s2_t2;s3_t3;s4_t3;s5_t1,s1;s2;s3;s4;s5,t3;t2;t3;t3;t1,s1_t3;s2_t2;s3_t3;s4_t3;s5_t1,5,2,454.88104,61.40622,"{""target1"":[{""id"":""source5"",""sub"":""1""}],""target2"":[{""id"":""source2"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""},{""id"":""source4"",""sub"":""3""}]}",1,1,1,1,2,3,4,5,3,2,3,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,0,Source Focus,3,4.117511133,61.923,0.51678
2949,A16KMPWYUZO0M,1b,1,start_s1;s1_t3;start_s2;s2_t1;start_s3;s3_t1;start_s4;s4_t3;start_s5;s5_t2,5,source1_to_target3;source2_to_target1;source3_to_target1;source4_to_target3;source5_to_target2,source1;source2;source3;source4;source5,target3;target1;target1;target3;target2,5,s1_t3;s2_t1;s3_t1;s4_t3;s5_t2,s1;s2;s3;s4;s5,t3;t1;t1;t3;t2,s1_t3;s2_t1;s3_t1;s4_t3;s5_t2,5,2,454.88104,26.28313,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,3,1,1,3,2,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,3,3.268927289,27.005,0.72187
2962,A16KMPWYUZO0M,2b,2,start_s3;s3_t1;start_s2;return_s2;start_s4;s4_t3;start_s5;s5_t2;start_s2;s2_t1;start_s1;s1_t2,5,source3_to_target1;source4_to_target3;source5_to_target2;source2_to_target1;source1_to_target2,source3;source4;source5;source2;source1,target1;target3;target2;target1;target2,5,s3_t1;s4_t3;s5_t2;s2_t1;s1_t2,s3;s4;s5;s2;s1,t1;t3;t2;t1;t2,s3_t1;s4_t3;s5_t2;s2_t1;s1_t2,5,2,454.88104,48.17935,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""},{""id"":""source1"",""sub"":""2""}],""target3"":[{""id"":""source4"",""sub"":""1""}]}",0,1,1,3,4,5,2,1,1,3,2,1,2,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,TRUE,1,FALSE,FALSE,0,Source Partial Focus,0,Source Focus,3,3.874930506,47.956,-0.22335
2977,A16KMPWYUZO0M,3b,3,start_s4;s4_t1;start_s5;s5_t2;start_s2;s2_t2;start_s1;s1_t2;start_s3;s3_t3,5,source4_to_target1;source5_to_target2;source2_to_target2;source1_to_target2;source3_to_target3,source4;source5;source2;source1;source3,target1;target2;target2;target2;target3,5,s4_t1;s5_t2;s2_t2;s1_t2;s3_t3,s4;s5;s2;s1;s3,t1;t2;t2;t2;t3,s4_t1;s5_t2;s2_t2;s1_t2;s3_t3,5,2,454.88104,35.56636,"{""target1"":[{""id"":""source4"",""sub"":""1""}],""target2"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""},{""id"":""source1"",""sub"":""3""}],""target3"":[{""id"":""source3"",""sub"":""1""}]}",2,1,1,4,5,2,1,3,1,2,2,2,3,FALSE,FALSE,TRUE,FALSE,3,5,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,1,Target Focus,3,3.571400247,35.668,0.10164
2990,A16KMPWYUZO0M,4b,4,start_s3;s3_t2;start_s4;s4_t3;start_s5;s5_t3;start_s2;s2_t3;start_s1;s1_t1;start_s4;move_s4_from_t3_t1,5,source3_to_target2;source4_to_target3;source5_to_target3;source2_to_target3;source1_to_target1,source3;source4;source5;source2;source1,target2;target3;target3;target3;target1,6,s3_t2;s4_t3;s5_t3;s2_t3;s1_t1;s4_t1,s3;s4;s5;s2;s1;s4,t2;t3;t3;t3;t1;t1,s3_t2;s4_t3;s5_t3;s2_t3;s1_t1,5,2,454.88104,129.6741,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source5"",""sub"":""2""},{""id"":""source2"",""sub"":""3""}]}",2,1,1,3,4,5,2,1,2,3,3,3,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,TRUE,1,FALSE,FALSE,0,Source Partial Focus,1,Source Focus,3,4.86502438,130.533,0.8589
3005,A16KMPWYUZO0M,5b,5,start_s1;s1_t1;start_s2;return_s2;start_s2;s2_t3;start_s3;s3_t2;start_s4;s4_t3;start_s5;s5_t1,5,source1_to_target1;source2_to_target3;source3_to_target2;source4_to_target3;source5_to_target1,source1;source2;source3;source4;source5,target1;target3;target2;target3;target1,5,s1_t1;s2_t3;s3_t2;s4_t3;s5_t1,s1;s2;s3;s4;s5,t1;t3;t2;t3;t1,s1_t1;s2_t3;s3_t2;s4_t3;s5_t1,5,2,454.88104,45.82536,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source5"",""sub"":""2""}],""target2"":[{""id"":""source3"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,3,4,5,1,3,2,3,1,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,1,Source Focus,3,3.82483765,46.412,0.58664
3020,A16KMPWYUZO0M,7b,7,start_s1;s1_t1;start_s3;s3_t1;start_s4;s4_t2;start_s5;s5_t3;start_s2;s2_t3,5,source1_to_target1;source3_to_target1;source4_to_target2;source5_to_target3;source2_to_target3,source1;source3;source4;source5;source2,target1;target1;target2;target3;target3,5,s1_t1;s3_t1;s4_t2;s5_t3;s2_t3,s1;s3;s4;s5;s2,t1;t1;t2;t3;t3,s1_t1;s3_t1;s4_t2;s5_t3;s2_t3,5,2,454.88104,35.92145,"{""target1"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source4"",""sub"":""1""}],""target3"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}]}",2,1,1,1,3,4,5,2,1,1,2,3,3,FALSE,FALSE,TRUE,FALSE,3,5,0,1,FALSE,FALSE,0,FALSE,FALSE,0,Target Focus,1,Target Focus,3,3.58133461,36.125,0.20355
3033,A16KMPWYUZO0M,8b,8,start_s1;s1_t2;start_s2;s2_t3;start_s4;s4_t3;start_s5;s5_t1;start_s3;return_s3;start_s3;s3_t1,5,source1_to_target2;source2_to_target3;source4_to_target3;source5_to_target1;source3_to_target1,source1;source2;source4;source5;source3,target2;target3;target3;target1;target1,5,s1_t2;s2_t3;s4_t3;s5_t1;s3_t1,s1;s2;s4;s5;s3,t2;t3;t3;t1;t1,s1_t2;s2_t3;s4_t3;s5_t1;s3_t1,5,2,454.88104,23.44715,"{""target1"":[{""id"":""source5"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""}],""target3"":[{""id"":""source2"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,1,2,4,5,3,2,3,3,1,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,3,3.154748952,23.156,-0.29115
3048,A16KMPWYUZO0M,9b,9,start_s1;s1_t2;start_s2;s2_t2;start_s3;return_s3;start_s3;s3_t1;start_s4;s4_t1;start_s5;s5_t3,5,source1_to_target2;source2_to_target2;source3_to_target1;source4_to_target1;source5_to_target3,source1;source2;source3;source4;source5,target2;target2;target1;target1;target3,5,s1_t2;s2_t2;s3_t1;s4_t1;s5_t3,s1;s2;s3;s4;s5,t2;t2;t1;t1;t3,s1_t2;s2_t2;s3_t1;s4_t1;s5_t3,5,2,454.88104,15.74145,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}],""target2"":[{""id"":""source1"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target3"":[{""id"":""source5"",""sub"":""1""}]}",1,1,1,1,2,3,4,5,2,2,1,1,3,TRUE,FALSE,FALSE,FALSE,3,5,1,0,FALSE,FALSE,0,FALSE,FALSE,0,Source Focus,0,Source Focus,3,2.756297361,16.436,0.69455
3063,A16UGMC168237,10c,10,start_s4;s4_t1;start_s1;s1_t3;start_s5;s5_t2;start_s2;s2_t2;start_s3;s3_t3,5,source4_to_target1;source1_to_target3;source5_to_target2;source2_to_target2;source3_to_target3,source4;source1;source5;source2;source3,target1;target3;target2;target2;target3,5,s4_t1;s1_t3;s5_t2;s2_t2;s3_t3,s4;s1;s5;s2;s3,t1;t3;t2;t2;t3,s4_t1;s1_t3;s5_t2;s2_t2;s3_t3,5,3,1396.52425,74.02776,"{""target1"":[{""id"":""source4"",""sub"":""1""}],""target2"":[{""id"":""source5"",""sub"":""1""},{""id"":""source2"",""sub"":""2""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}]}",0,1,1,4,1,5,2,3,1,3,2,2,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,0,Other,2,4.304440158,69.9,-4.12776
3076,A16UGMC168237,1c,1,start_s5;s5_t2;start_s1;s1_t3;start_s2;s2_t1;start_s3;s3_t1;start_s4;s4_t3,5,source5_to_target2;source1_to_target3;source2_to_target1;source3_to_target1;source4_to_target3,source5;source1;source2;source3;source4,target2;target3;target1;target1;target3,5,s5_t2;s1_t3;s2_t1;s3_t1;s4_t3,s5;s1;s2;s3;s4,t2;t3;t1;t1;t3,s5_t2;s1_t3;s2_t1;s3_t1;s4_t3,5,3,1396.52425,177.5902,"{""target1"":[{""id"":""source2"",""sub"":""1""},{""id"":""source3"",""sub"":""2""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source1"",""sub"":""1""},{""id"":""source4"",""sub"":""2""}]}",2,1,1,5,1,2,3,4,2,3,1,1,3,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,1,Other,2,5.179478649,177.735,0.1448
3089,A16UGMC168237,2c,2,start_s3;s3_t1;start_s5;s5_t2;start_s4;s4_t3;start_s2;s2_t1;start_s1;s1_t1,5,source3_to_target1;source5_to_target2;source4_to_target3;source2_to_target1;source1_to_target1,source3;source5;source4;source2;source1,target1;target2;target3;target1;target1,5,s3_t1;s5_t2;s4_t3;s2_t1;s1_t1,s3;s5;s4;s2;s1,t1;t2;t3;t1;t1,s3_t1;s5_t2;s4_t3;s2_t1;s1_t1,5,3,1396.52425,136.2554,"{""target1"":[{""id"":""source3"",""sub"":""1""},{""id"":""source2"",""sub"":""2""},{""id"":""source1"",""sub"":""3""}],""target2"":[{""id"":""source5"",""sub"":""1""}],""target3"":[{""id"":""source4"",""sub"":""1""}]}",0,1,1,3,5,4,2,1,1,2,3,1,1,FALSE,FALSE,FALSE,FALSE,3,5,0,0,FALSE,FALSE,0,FALSE,FALSE,0,Mixed Approach,0,Other,2,4.914531066,136.02,-0.2354
